192.168.169.59:2017-03-13T16:15:05Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:15:04" [deviceTime]="Mar 13 2017 16:15:04" [msg]="Network connection detected:UtcTime: 2017-03-13 16:15:03.066ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36046DestinationPortName: "
192.168.169.59:2017-03-13T16:16:57Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:16:56" [deviceTime]="Mar 13 2017 16:16:56" [msg]="Network connection detected:UtcTime: 2017-03-13 16:16:55.590ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36236DestinationPortName: "
192.168.169.59:2017-03-13T16:16:57Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:16:56" [deviceTime]="Mar 13 2017 16:16:56" [msg]="Network connection detected:UtcTime: 2017-03-13 16:16:55.584ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38526DestinationPortName: "
192.168.169.59:2017-03-13T16:16:55Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:16:54" [deviceTime]="Mar 13 2017 16:16:54" [msg]="Network connection detected:UtcTime: 2017-03-13 16:16:53.577ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38518DestinationPortName: "
192.168.169.59:2017-03-13T16:17:00Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:16:59" [deviceTime]="Mar 13 2017 16:16:59" [msg]="Network connection detected:UtcTime: 2017-03-13 16:16:58.261ProcessGuid: {0031B1CC-B351-58C6-0000-00103D540100}ProcessId: 1280Image: C:\\Program Files\\AccelOps\\Agent\\AoWinAgt.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: trueSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 53170SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T16:17:00Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:16:59" [deviceTime]="Mar 13 2017 16:16:59" [msg]="Network connection detected:UtcTime: 2017-03-13 16:16:58.289ProcessGuid: {0031B1CC-B351-58C6-0000-00103D540100}ProcessId: 1280Image: C:\\Program Files\\AccelOps\\Agent\\AoWinAgt.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: trueSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 53171SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.599ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38540DestinationPortName: "
192.168.169.59:2017-03-13T16:17:07Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:06" [deviceTime]="Mar 13 2017 16:17:06" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:04.991ProcessGuid: {0031B1CC-B342-58C6-0000-001040F00000}ProcessId: 956Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: udpInitiated: falseSourceIsIpv6: falseSourceIp: 224.0.0.252SourceHostname: SourcePort: 5355SourcePortName: llmnrDestinationIsIpv6: falseDestinationIp: 192.168.169.55DestinationHostname: DCDestinationPort: 64475DestinationPortName: "
192.168.169.59:2017-03-13T16:17:06Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:04" [deviceTime]="Mar 13 2017 16:17:04" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:03.367ProcessGuid: {0031B1CC-B351-58C6-0000-00103D540100}ProcessId: 1280Image: C:\\Program Files\\AccelOps\\Agent\\AoWinAgt.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: trueSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 53173SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.598ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38538DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.617ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38548DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.620ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38554DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.713ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36268DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.604ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36250DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.623ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36260DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.771ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38566DestinationPortName: "
192.168.169.59:2017-03-13T16:17:07Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:06" [deviceTime]="Mar 13 2017 16:17:06" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:04.990ProcessGuid: {0031B1CC-B342-58C6-0000-001040F00000}ProcessId: 956Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: udpInitiated: falseSourceIsIpv6: falseSourceIp: 224.0.0.252SourceHostname: SourcePort: 5355SourcePortName: llmnrDestinationIsIpv6: falseDestinationIp: 192.168.169.55DestinationHostname: DCDestinationPort: 55042DestinationPortName: "
192.168.169.59:2017-03-13T16:17:04Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:04" [deviceTime]="Mar 13 2017 16:17:04" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:03.337ProcessGuid: {0031B1CC-B351-58C6-0000-00103D540100}ProcessId: 1280Image: C:\\Program Files\\AccelOps\\Agent\\AoWinAgt.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: trueSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 53172SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.708ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38562DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.772ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38568DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.707ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38560DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.618ProcessGuid: {0031B1CC-B341-58C6-0000-001087C50000}ProcessId: 624Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\NETWORK SERVICEProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 135SourcePortName: epmapDestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 38552DestinationPortName: "
192.168.169.59:2017-03-13T16:17:03Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:17:02" [deviceTime]="Mar 13 2017 16:17:02" [msg]="Network connection detected:UtcTime: 2017-03-13 16:17:01.604ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36248DestinationPortName: "
